Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Ctub_58D11_acrpm.spades.pilon.fasta_genome,Ctub_DM01A02_acrpe.spades.pilon.fasta_genome,Ctub_DM01A08_acvsp.spades.pilon.fasta_genome,Ctub_DM01E11_acrpd.spades.pilon.fasta_genome,Ctub_DM06H05_acvsn.spades.pilon.fasta_genome,Ctub_DM12B01_acvst.spades.pilon.fasta_genome,Ctub_DM18A08_acvth.spades.pilon.fasta_genome,Ctub_DM18C03_acvti.spades.pilon.fasta_genome,Ctub_DM21B10_acrox.spades.pilon.fasta_genome,Ctub_DM21C09_acvtj.spades.pilon.fasta_genome,Ctub_DM21C11_acrow.spades.pilon.fasta_genome,Ctub_DM24D01_acvsz.spades.pilon.fasta_genome,Ctub_DM28E02_acrpb.spades.pilon.fasta_genome,Ctub_DM31F07_acvta.spades.pilon.fasta_genome,Ctub_DM31F11_acvtb.spades.pilon.fasta_genome,Ctub_DM31G10_acvtk.spades.pilon.fasta_genome,Ctub_DM32D06_acrpp.spades.pilon.fasta_genome,Ctub_DM32E08_acrpq.spades.pilon.fasta_genome,Ctub_DM33A08_acvtm.spades.pilon.fasta_genome,Ctub_DM33G03_acvtd.spades.pilon.fasta_genome,Ctub_DM41C07_acvtl.spades.pilon.fasta_genome,Ctub_DM41D05_acvtg.spades.pilon.fasta_genome,GCF_000159115.1_ASM15911v1_genomic.fna_genome,GCF_000175635.1_ASM17563v1_genomic.fna_genome,GCF_016127015.1_ASM1612701v1_genomic.fna_genome,GCF_016613425.1_ASM1661342v1_genomic.fna_genome,GCF_016728365.1_ASM1672836v1_genomic.fna_genome,GCF_016894265.1_ASM1689426v1_genomic.fna_genome,duplicate_Ctub_DM24A09_acroz.spades.pilon.fasta_genome
group_3809,,(d)CMP kinase,28,28,1.0,1,4355,,,,696,696,696.0,MNDJGCBO_01445,BAEMFPOL_01403,IFBJDBIC_00020,IHDAGAJE_01420,JLHCMBLP_01387,AGJPCOND_01994,GAGKCNGK_00647,HPNOPOKD_01737,MPMPHDIC_01707,COKKGDBG_00019,OFMFJDLO_01915,EPECPEML_01741,BCPKOOPG_01500,MHAMJDNJ_01541,MHMDHDMK_01397,GOOOCOCF_02009,DOCAKEAD_02118,DFDDJIAG_01718,BIHKHIPM_00682,IDHDBNGA_00910,FABEFEHK_00285,LBJDDPHL_01465,,KOIPOHFF_00253,BENEEMDG_00886,AKMLPEBN_00718,OPLPGAAK_02207,FIBDHPGH_01730,JFPKKDNC_00376
group_3808,pstC,phosphate ABC transporter permease subunit PstC,28,28,1.0,1,4354,,,,1047,1047,1047.0,MNDJGCBO_01647,BAEMFPOL_00878,IFBJDBIC_00507,IHDAGAJE_01070,JLHCMBLP_00891,AGJPCOND_02176,GAGKCNGK_02211,HPNOPOKD_01225,MPMPHDIC_01274,COKKGDBG_01352,OFMFJDLO_00810,EPECPEML_01486,BCPKOOPG_01955,MHAMJDNJ_02323,MHMDHDMK_00861,GOOOCOCF_01488,DOCAKEAD_00589,DFDDJIAG_02182,BIHKHIPM_01195,IDHDBNGA_02121,FABEFEHK_01030,LBJDDPHL_01155,,KOIPOHFF_00132,BENEEMDG_01708,AKMLPEBN_02099,OPLPGAAK_00668,FIBDHPGH_00903,JFPKKDNC_02229
group_3802,tatA,Sec-independent protein translocase subunit TatA,28,28,1.0,1,4347,,,,264,264,264.0,MNDJGCBO_01494,BAEMFPOL_01355,IFBJDBIC_00067,IHDAGAJE_01468,JLHCMBLP_01435,AGJPCOND_01107,GAGKCNGK_00701,HPNOPOKD_01688,MPMPHDIC_01659,COKKGDBG_00067,OFMFJDLO_01991,EPECPEML_01692,BCPKOOPG_01452,MHAMJDNJ_01587,MHMDHDMK_01349,GOOOCOCF_02054,DOCAKEAD_01759,DFDDJIAG_01766,BIHKHIPM_00726,IDHDBNGA_00862,FABEFEHK_00237,LBJDDPHL_01417,,KOIPOHFF_00302,BENEEMDG_00940,AKMLPEBN_00670,OPLPGAAK_02259,FIBDHPGH_01682,JFPKKDNC_00327
group_3798,rsmG,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,28,28,1.0,1,4342,,,,609,609,609.0,MNDJGCBO_00654,BAEMFPOL_02069,IFBJDBIC_02010,IHDAGAJE_02184,JLHCMBLP_01350,AGJPCOND_01338,GAGKCNGK_01505,HPNOPOKD_01469,MPMPHDIC_01736,COKKGDBG_02065,OFMFJDLO_01393,EPECPEML_01768,BCPKOOPG_00974,MHAMJDNJ_01438,MHMDHDMK_01303,GOOOCOCF_01026,DOCAKEAD_02086,DFDDJIAG_01317,BIHKHIPM_01605,IDHDBNGA_01550,FABEFEHK_01694,LBJDDPHL_02040,,KOIPOHFF_01903,BENEEMDG_02075,AKMLPEBN_02337,OPLPGAAK_01068,FIBDHPGH_00574,JFPKKDNC_01802
group_3797,ybeY,rRNA maturation RNase YbeY,28,28,1.0,1,4341,,,,618,618,618.0,MNDJGCBO_00685,BAEMFPOL_00618,IFBJDBIC_00719,IHDAGAJE_00304,JLHCMBLP_01750,AGJPCOND_01583,GAGKCNGK_01190,HPNOPOKD_00093,MPMPHDIC_00931,COKKGDBG_01120,OFMFJDLO_01312,EPECPEML_01149,BCPKOOPG_00387,MHAMJDNJ_00662,MHMDHDMK_00275,GOOOCOCF_01633,DOCAKEAD_01661,DFDDJIAG_01662,BIHKHIPM_00243,IDHDBNGA_00052,FABEFEHK_01243,LBJDDPHL_00891,,KOIPOHFF_02263,BENEEMDG_01499,AKMLPEBN_01178,OPLPGAAK_00456,FIBDHPGH_01106,JFPKKDNC_01112
group_3796,,hypothetical protein,28,28,1.0,1,4340,,,,192,192,192.0,MNDJGCBO_01550,BAEMFPOL_00352,IFBJDBIC_01841,IHDAGAJE_01667,JLHCMBLP_01638,AGJPCOND_00797,GAGKCNGK_00556,HPNOPOKD_00457,MPMPHDIC_01523,COKKGDBG_01458,OFMFJDLO_00554,EPECPEML_00864,BCPKOOPG_02154,MHAMJDNJ_00094,MHMDHDMK_00468,GOOOCOCF_00565,DOCAKEAD_01920,DFDDJIAG_02342,BIHKHIPM_02236,IDHDBNGA_02009,FABEFEHK_00472,LBJDDPHL_00613,,KOIPOHFF_02155,BENEEMDG_00249,AKMLPEBN_02200,OPLPGAAK_01566,FIBDHPGH_00059,JFPKKDNC_00783
group_3792,,sterol carrier family protein,28,28,1.0,1,4336,,,,405,405,405.0,MNDJGCBO_01658,BAEMFPOL_00867,IFBJDBIC_00518,IHDAGAJE_01081,JLHCMBLP_00902,AGJPCOND_02187,GAGKCNGK_02222,HPNOPOKD_01214,MPMPHDIC_01263,COKKGDBG_01341,OFMFJDLO_00799,EPECPEML_01497,BCPKOOPG_01966,MHAMJDNJ_02334,MHMDHDMK_00850,GOOOCOCF_01477,DOCAKEAD_00600,DFDDJIAG_02171,BIHKHIPM_01184,IDHDBNGA_02132,FABEFEHK_01041,LBJDDPHL_01166,,KOIPOHFF_00121,BENEEMDG_01719,AKMLPEBN_02088,OPLPGAAK_00682,FIBDHPGH_00892,JFPKKDNC_02218
group_3791,pdxY,pyridoxal kinase PdxY,28,28,1.0,1,4333,,,,849,951,863.5714285714286,MNDJGCBO_00684,BAEMFPOL_00619,IFBJDBIC_00720,IHDAGAJE_00305,JLHCMBLP_01751,AGJPCOND_01582,GAGKCNGK_01193,HPNOPOKD_00094,MPMPHDIC_00932,COKKGDBG_01119,OFMFJDLO_01311,EPECPEML_01150,BCPKOOPG_00388,MHAMJDNJ_00663,MHMDHDMK_00274,GOOOCOCF_01632,DOCAKEAD_01660,DFDDJIAG_01663,BIHKHIPM_00242,IDHDBNGA_00051,FABEFEHK_01242,LBJDDPHL_00890,,KOIPOHFF_02264,BENEEMDG_01498,AKMLPEBN_01179,OPLPGAAK_00455,FIBDHPGH_01107,JFPKKDNC_01111
group_3790,,DIP1984 family protein,28,28,1.0,1,4332,,,,462,462,462.0,MNDJGCBO_02264,BAEMFPOL_02003,IFBJDBIC_00874,IHDAGAJE_01977,JLHCMBLP_02149,AGJPCOND_01828,GAGKCNGK_01918,HPNOPOKD_00657,MPMPHDIC_00597,COKKGDBG_01843,OFMFJDLO_01959,EPECPEML_02300,BCPKOOPG_01768,MHAMJDNJ_01962,MHMDHDMK_01976,GOOOCOCF_02170,DOCAKEAD_02017,DFDDJIAG_02215,BIHKHIPM_02067,IDHDBNGA_01848,FABEFEHK_01884,LBJDDPHL_00790,,KOIPOHFF_01168,BENEEMDG_00072,AKMLPEBN_00957,OPLPGAAK_01388,FIBDHPGH_00228,JFPKKDNC_00945
group_3789,recO,DNA repair protein RecO,28,28,1.0,1,4331,,,,717,717,717.0,MNDJGCBO_00680,BAEMFPOL_00621,IFBJDBIC_00724,IHDAGAJE_00309,JLHCMBLP_01753,AGJPCOND_01579,GAGKCNGK_01197,HPNOPOKD_00098,MPMPHDIC_00936,COKKGDBG_01115,OFMFJDLO_01307,EPECPEML_01154,BCPKOOPG_00390,MHAMJDNJ_01193,MHMDHDMK_00272,GOOOCOCF_01628,DOCAKEAD_01656,DFDDJIAG_01666,BIHKHIPM_00238,IDHDBNGA_00047,FABEFEHK_01239,LBJDDPHL_00886,,KOIPOHFF_02268,BENEEMDG_01496,AKMLPEBN_01183,OPLPGAAK_00451,FIBDHPGH_01111,JFPKKDNC_01107
group_3783,,sulfurtransferase,28,28,1.0,1,4325,,,,864,966,871.2857142857143,MNDJGCBO_02086,BAEMFPOL_00385,IFBJDBIC_01811,IHDAGAJE_01693,JLHCMBLP_02071,AGJPCOND_00770,GAGKCNGK_00529,HPNOPOKD_00431,MPMPHDIC_01826,COKKGDBG_01428,OFMFJDLO_00580,EPECPEML_00897,BCPKOOPG_00750,MHAMJDNJ_00060,MHMDHDMK_00498,GOOOCOCF_00535,DOCAKEAD_01890,DFDDJIAG_01455,BIHKHIPM_01091,IDHDBNGA_02038,FABEFEHK_00446,LBJDDPHL_01115,,KOIPOHFF_02129,BENEEMDG_00275,AKMLPEBN_02171,OPLPGAAK_01595,FIBDHPGH_00030,JFPKKDNC_01605
group_3782,lipB,lipoyl(octanoyl) transferase LipB,28,28,1.0,1,4324,,,,804,864,815.5714285714286,MNDJGCBO_02148,BAEMFPOL_00969,IFBJDBIC_01165,IHDAGAJE_00415,JLHCMBLP_01134,AGJPCOND_00436,GAGKCNGK_00321,HPNOPOKD_00199,MPMPHDIC_00386,COKKGDBG_00490,OFMFJDLO_00342,EPECPEML_01254,BCPKOOPG_01206,MHAMJDNJ_02430,MHMDHDMK_01194,GOOOCOCF_00331,DOCAKEAD_00885,DFDDJIAG_00454,BIHKHIPM_01765,IDHDBNGA_01975,FABEFEHK_00784,LBJDDPHL_00580,,KOIPOHFF_01815,BENEEMDG_01384,AKMLPEBN_01427,OPLPGAAK_00320,FIBDHPGH_01225,JFPKKDNC_01358
group_3781,,hypothetical protein,28,28,1.0,1,4323,,,,786,786,786.0,MNDJGCBO_02146,BAEMFPOL_00971,IFBJDBIC_01163,IHDAGAJE_00413,JLHCMBLP_01136,AGJPCOND_00434,GAGKCNGK_00323,HPNOPOKD_00197,MPMPHDIC_00388,COKKGDBG_00492,OFMFJDLO_00340,EPECPEML_01252,BCPKOOPG_01204,MHAMJDNJ_02428,MHMDHDMK_01196,GOOOCOCF_00333,DOCAKEAD_00883,DFDDJIAG_00456,BIHKHIPM_01763,IDHDBNGA_01977,FABEFEHK_00782,LBJDDPHL_00582,,KOIPOHFF_01813,BENEEMDG_01386,AKMLPEBN_01425,OPLPGAAK_00322,FIBDHPGH_01223,JFPKKDNC_01356
group_3780,,class I SAM-dependent methyltransferase,28,28,1.0,1,4322,,,,603,651,608.1428571428571,MNDJGCBO_01475,BAEMFPOL_01373,IFBJDBIC_00047,IHDAGAJE_01450,JLHCMBLP_01417,AGJPCOND_01125,GAGKCNGK_00683,HPNOPOKD_01707,MPMPHDIC_01677,COKKGDBG_00049,OFMFJDLO_01884,EPECPEML_01711,BCPKOOPG_01470,MHAMJDNJ_01568,MHMDHDMK_01367,GOOOCOCF_02036,DOCAKEAD_01777,DFDDJIAG_01748,BIHKHIPM_00708,IDHDBNGA_00880,FABEFEHK_00255,LBJDDPHL_01435,,KOIPOHFF_00284,BENEEMDG_00922,AKMLPEBN_00688,OPLPGAAK_02241,FIBDHPGH_01700,JFPKKDNC_00346
group_3777,,PspA/IM30 family protein,28,28,1.0,1,4319,,,,738,738,738.0,MNDJGCBO_01969,BAEMFPOL_01493,IFBJDBIC_01263,IHDAGAJE_01568,JLHCMBLP_01275,AGJPCOND_01256,GAGKCNGK_01435,HPNOPOKD_01399,MPMPHDIC_02052,COKKGDBG_02192,OFMFJDLO_01675,EPECPEML_01664,BCPKOOPG_00902,MHAMJDNJ_02286,MHMDHDMK_01228,GOOOCOCF_00958,DOCAKEAD_01850,DFDDJIAG_01852,BIHKHIPM_01284,IDHDBNGA_01631,FABEFEHK_01556,LBJDDPHL_01705,,KOIPOHFF_01971,BENEEMDG_01989,AKMLPEBN_02261,OPLPGAAK_01003,FIBDHPGH_00642,JFPKKDNC_01918
group_3774,,hypothetical protein,28,28,1.0,1,4316,,,,216,216,216.0,MNDJGCBO_00212,BAEMFPOL_01051,IFBJDBIC_00288,IHDAGAJE_00187,JLHCMBLP_00163,AGJPCOND_00653,GAGKCNGK_00114,HPNOPOKD_00724,MPMPHDIC_00171,COKKGDBG_00277,OFMFJDLO_00081,EPECPEML_00618,BCPKOOPG_01844,MHAMJDNJ_00757,MHMDHDMK_00056,GOOOCOCF_00119,DOCAKEAD_00297,DFDDJIAG_00655,BIHKHIPM_00186,IDHDBNGA_00706,FABEFEHK_00029,LBJDDPHL_00231,,KOIPOHFF_00755,BENEEMDG_01156,AKMLPEBN_01662,OPLPGAAK_00104,FIBDHPGH_01441,JFPKKDNC_00096
group_3772,phoU,phosphate signaling complex protein PhoU,28,28,1.0,1,4314,,,,729,729,729.0,MNDJGCBO_01644,BAEMFPOL_00881,IFBJDBIC_00504,IHDAGAJE_01067,JLHCMBLP_00888,AGJPCOND_02173,GAGKCNGK_02208,HPNOPOKD_01228,MPMPHDIC_01277,COKKGDBG_01355,OFMFJDLO_00813,EPECPEML_01483,BCPKOOPG_01952,MHAMJDNJ_02320,MHMDHDMK_00864,GOOOCOCF_01491,DOCAKEAD_00586,DFDDJIAG_02185,BIHKHIPM_01198,IDHDBNGA_02118,FABEFEHK_01027,LBJDDPHL_01152,,KOIPOHFF_00135,BENEEMDG_01705,AKMLPEBN_02102,OPLPGAAK_00665,FIBDHPGH_00906,JFPKKDNC_02232
group_3771,,acetyl-CoA hydrolase/transferase family protein,28,28,1.0,1,4313,,,,1503,1503,1503.0,MNDJGCBO_01642,BAEMFPOL_00883,IFBJDBIC_00502,IHDAGAJE_01065,JLHCMBLP_00886,AGJPCOND_02171,GAGKCNGK_02206,HPNOPOKD_01230,MPMPHDIC_01279,COKKGDBG_01357,OFMFJDLO_00815,EPECPEML_01481,BCPKOOPG_01950,MHAMJDNJ_02318,MHMDHDMK_00866,GOOOCOCF_01493,DOCAKEAD_00584,DFDDJIAG_02187,BIHKHIPM_01200,IDHDBNGA_02116,FABEFEHK_01025,LBJDDPHL_01150,,KOIPOHFF_00137,BENEEMDG_01703,AKMLPEBN_02104,OPLPGAAK_00663,FIBDHPGH_00908,JFPKKDNC_02234
group_3768,,16S rRNA (uracil(1498)-N(3))-methyltransferase,28,28,1.0,1,4310,,,,759,762,759.3214285714286,MNDJGCBO_00687,BAEMFPOL_00616,IFBJDBIC_00717,IHDAGAJE_00302,JLHCMBLP_01748,AGJPCOND_01585,GAGKCNGK_01188,HPNOPOKD_00091,MPMPHDIC_00929,COKKGDBG_01122,OFMFJDLO_01314,EPECPEML_01147,BCPKOOPG_00385,MHAMJDNJ_00660,MHMDHDMK_00277,GOOOCOCF_01635,DOCAKEAD_01663,DFDDJIAG_01660,BIHKHIPM_00245,IDHDBNGA_00054,FABEFEHK_01245,LBJDDPHL_00893,,KOIPOHFF_02261,BENEEMDG_01501,AKMLPEBN_01176,OPLPGAAK_00458,FIBDHPGH_01104,JFPKKDNC_01114
group_3763,hrcA,heat-inducible transcriptional repressor HrcA,28,28,1.0,1,4305,,,,1050,1050,1050.0,MNDJGCBO_00689,BAEMFPOL_00614,IFBJDBIC_00715,IHDAGAJE_00300,JLHCMBLP_01746,AGJPCOND_01587,GAGKCNGK_01186,HPNOPOKD_00089,MPMPHDIC_00927,COKKGDBG_01124,OFMFJDLO_01316,EPECPEML_01145,BCPKOOPG_00383,MHAMJDNJ_00658,MHMDHDMK_00279,GOOOCOCF_01637,DOCAKEAD_01665,DFDDJIAG_01658,BIHKHIPM_00247,IDHDBNGA_00056,FABEFEHK_01247,LBJDDPHL_00895,,KOIPOHFF_02259,BENEEMDG_01503,AKMLPEBN_01174,OPLPGAAK_00460,FIBDHPGH_01102,JFPKKDNC_01116
group_3761,dnaA,chromosomal replication initiator protein DnaA,28,28,1.0,1,4303,,,,1635,1638,1637.4642857142858,MNDJGCBO_00650,BAEMFPOL_02064,IFBJDBIC_02014,IHDAGAJE_02180,JLHCMBLP_01354,AGJPCOND_01342,GAGKCNGK_01509,HPNOPOKD_01473,MPMPHDIC_01741,COKKGDBG_02060,OFMFJDLO_01397,EPECPEML_01772,BCPKOOPG_00979,MHAMJDNJ_01442,MHMDHDMK_01307,GOOOCOCF_01031,DOCAKEAD_02081,DFDDJIAG_01312,BIHKHIPM_01610,IDHDBNGA_01555,FABEFEHK_01699,LBJDDPHL_02035,,KOIPOHFF_01900,BENEEMDG_02080,AKMLPEBN_02341,OPLPGAAK_01072,FIBDHPGH_00570,JFPKKDNC_01798
group_3760,recF,DNA replication/repair protein RecF,28,28,1.0,1,4302,,,,1176,1212,1194.642857142857,MNDJGCBO_00648,BAEMFPOL_02062,IFBJDBIC_02016,IHDAGAJE_02178,JLHCMBLP_01356,AGJPCOND_01344,GAGKCNGK_01511,HPNOPOKD_01475,MPMPHDIC_01743,COKKGDBG_02058,OFMFJDLO_01399,EPECPEML_01774,BCPKOOPG_00981,MHAMJDNJ_01444,MHMDHDMK_01309,GOOOCOCF_01033,DOCAKEAD_02079,DFDDJIAG_01310,BIHKHIPM_01612,IDHDBNGA_01557,FABEFEHK_01701,LBJDDPHL_02033,,KOIPOHFF_01898,BENEEMDG_02082,AKMLPEBN_02343,OPLPGAAK_01074,FIBDHPGH_00568,JFPKKDNC_01796
group_3758,,helix-turn-helix transcriptional regulator,28,28,1.0,1,4300,,,,375,375,375.0,MNDJGCBO_01537,BAEMFPOL_00365,IFBJDBIC_01828,IHDAGAJE_01680,JLHCMBLP_02088,AGJPCOND_00784,GAGKCNGK_00544,HPNOPOKD_00444,MPMPHDIC_01536,COKKGDBG_01445,OFMFJDLO_00567,EPECPEML_00877,BCPKOOPG_00763,MHAMJDNJ_00081,MHMDHDMK_00481,GOOOCOCF_00552,DOCAKEAD_01907,DFDDJIAG_01440,BIHKHIPM_01078,IDHDBNGA_02022,FABEFEHK_00459,LBJDDPHL_01128,,KOIPOHFF_02142,BENEEMDG_00262,AKMLPEBN_02187,OPLPGAAK_01579,FIBDHPGH_00046,JFPKKDNC_00771
trxA_2~~~trxA_1,trxA_2;trxA_1,thioredoxin,28,28,1.0,1,4299,,,,324,324,324.0,MNDJGCBO_00659,BAEMFPOL_02074,IFBJDBIC_02005,IHDAGAJE_02189,JLHCMBLP_01345,AGJPCOND_01333,GAGKCNGK_01500,HPNOPOKD_01464,MPMPHDIC_01731,COKKGDBG_02070,OFMFJDLO_01388,EPECPEML_01763,BCPKOOPG_00969,MHAMJDNJ_01433,MHMDHDMK_01298,GOOOCOCF_01021,DOCAKEAD_02091,DFDDJIAG_01322,BIHKHIPM_01600,IDHDBNGA_01545,FABEFEHK_01689,LBJDDPHL_02045,,KOIPOHFF_01908,BENEEMDG_02070,AKMLPEBN_02332,OPLPGAAK_01063,FIBDHPGH_00579,JFPKKDNC_01807
group_3757,,ABC transporter permease,28,28,1.0,1,4297,,,,891,1026,939.2142857142857,MNDJGCBO_00489,BAEMFPOL_01532,IFBJDBIC_01651,IHDAGAJE_01876,JLHCMBLP_01798,AGJPCOND_01868,GAGKCNGK_01323,HPNOPOKD_01038,MPMPHDIC_01904,COKKGDBG_00585,OFMFJDLO_01757,EPECPEML_01969,BCPKOOPG_01567,MHAMJDNJ_02028,MHMDHDMK_01731,GOOOCOCF_01148,DOCAKEAD_01083,DFDDJIAG_01581,BIHKHIPM_01891,IDHDBNGA_01795,FABEFEHK_01327,LBJDDPHL_02171,,KOIPOHFF_00172,BENEEMDG_02207,AKMLPEBN_00503,OPLPGAAK_01209,FIBDHPGH_00451,JFPKKDNC_02106
group_3756,,NAD(P)H-quinone oxidoreductase,28,28,1.0,1,4296,,,,957,1035,979.6071428571429,MNDJGCBO_00487,BAEMFPOL_01534,IFBJDBIC_01649,IHDAGAJE_01874,JLHCMBLP_01796,AGJPCOND_01866,GAGKCNGK_01325,HPNOPOKD_01036,MPMPHDIC_01902,COKKGDBG_00587,OFMFJDLO_01755,EPECPEML_01967,BCPKOOPG_01565,MHAMJDNJ_02030,MHMDHDMK_01733,GOOOCOCF_01150,DOCAKEAD_01085,DFDDJIAG_01579,BIHKHIPM_01889,IDHDBNGA_01793,FABEFEHK_01325,LBJDDPHL_02169,,KOIPOHFF_00170,BENEEMDG_02209,AKMLPEBN_00505,OPLPGAAK_01211,FIBDHPGH_00449,JFPKKDNC_02108
group_3755,,1-acyl-sn-glycerol-3-phosphate acyltransferase,28,28,1.0,1,4295,,,,1614,1614,1614.0,MNDJGCBO_01087,BAEMFPOL_01235,IFBJDBIC_01041,IHDAGAJE_00730,JLHCMBLP_00468,AGJPCOND_01214,GAGKCNGK_01840,HPNOPOKD_02246,MPMPHDIC_01968,COKKGDBG_01673,OFMFJDLO_00865,EPECPEML_01443,BCPKOOPG_01294,MHAMJDNJ_01875,MHMDHDMK_01044,GOOOCOCF_01861,DOCAKEAD_01506,DFDDJIAG_00771,BIHKHIPM_00543,IDHDBNGA_01368,FABEFEHK_00932,LBJDDPHL_01360,,KOIPOHFF_01852,BENEEMDG_01948,AKMLPEBN_01822,OPLPGAAK_00923,FIBDHPGH_00681,JFPKKDNC_01865
group_3754,,GntR family transcriptional regulator,28,28,1.0,1,4294,,,,750,750,750.0,MNDJGCBO_01085,BAEMFPOL_01233,IFBJDBIC_01039,IHDAGAJE_00732,JLHCMBLP_00470,AGJPCOND_01216,GAGKCNGK_01838,HPNOPOKD_02244,MPMPHDIC_01970,COKKGDBG_01671,OFMFJDLO_00863,EPECPEML_01445,BCPKOOPG_01296,MHAMJDNJ_01873,MHMDHDMK_01042,GOOOCOCF_01863,DOCAKEAD_01508,DFDDJIAG_00769,BIHKHIPM_00545,IDHDBNGA_01366,FABEFEHK_00930,LBJDDPHL_01362,,KOIPOHFF_01850,BENEEMDG_01950,AKMLPEBN_01824,OPLPGAAK_00925,FIBDHPGH_00679,JFPKKDNC_01863
group_3751,,demethylmenaquinone methyltransferase,28,28,1.0,1,4291,,,,690,690,690.0,MNDJGCBO_02272,BAEMFPOL_01995,IFBJDBIC_00884,IHDAGAJE_01985,JLHCMBLP_02141,AGJPCOND_01820,GAGKCNGK_01909,HPNOPOKD_00649,MPMPHDIC_00589,COKKGDBG_01851,OFMFJDLO_01951,EPECPEML_00707,BCPKOOPG_01776,MHAMJDNJ_01969,MHMDHDMK_01968,GOOOCOCF_02162,DOCAKEAD_02009,DFDDJIAG_02207,BIHKHIPM_02075,IDHDBNGA_01856,FABEFEHK_01876,LBJDDPHL_00782,,KOIPOHFF_01176,BENEEMDG_00080,AKMLPEBN_00965,OPLPGAAK_01396,FIBDHPGH_00220,JFPKKDNC_00938
group_3750,,lytic murein transglycosylase,28,28,1.0,1,4290,,,,762,762,762.0,MNDJGCBO_00981,BAEMFPOL_00230,IFBJDBIC_00906,IHDAGAJE_01500,JLHCMBLP_00833,AGJPCOND_00107,GAGKCNGK_01691,HPNOPOKD_01547,MPMPHDIC_01080,COKKGDBG_01033,OFMFJDLO_01560,EPECPEML_00098,BCPKOOPG_01688,MHAMJDNJ_02419,MHMDHDMK_01576,GOOOCOCF_01250,DOCAKEAD_01351,DFDDJIAG_00133,BIHKHIPM_01978,IDHDBNGA_00516,FABEFEHK_01430,LBJDDPHL_01621,,KOIPOHFF_00486,BENEEMDG_00569,AKMLPEBN_01246,OPLPGAAK_01899,FIBDHPGH_02045,JFPKKDNC_00634
fabG~~~fabG_1,fabG;fabG_1,3-oxoacyl-ACP reductase FabG,28,28,1.0,1,4288,,,,600,768,762.0,MNDJGCBO_00769,BAEMFPOL_00542,IFBJDBIC_02200,IHDAGAJE_01737,JLHCMBLP_00682,AGJPCOND_01664,GAGKCNGK_01075,HPNOPOKD_00011,MPMPHDIC_00845,COKKGDBG_01206,OFMFJDLO_01171,EPECPEML_01064,BCPKOOPG_00306,MHAMJDNJ_00577,MHMDHDMK_00358,GOOOCOCF_01975,DOCAKEAD_01417,DFDDJIAG_01987,BIHKHIPM_00319,IDHDBNGA_00129,FABEFEHK_01759,LBJDDPHL_01904,,KOIPOHFF_00432,BENEEMDG_01582,AKMLPEBN_01094,OPLPGAAK_00532,FIBDHPGH_01030,JFPKKDNC_01196
group_3748,,TetR family transcriptional regulator,28,28,1.0,1,4287,,,,765,768,766.8214285714286,MNDJGCBO_00767,BAEMFPOL_00544,IFBJDBIC_02202,IHDAGAJE_01739,JLHCMBLP_00680,AGJPCOND_01662,GAGKCNGK_01077,HPNOPOKD_00013,MPMPHDIC_00847,COKKGDBG_01204,OFMFJDLO_01173,EPECPEML_01066,BCPKOOPG_00308,MHAMJDNJ_00579,MHMDHDMK_00356,GOOOCOCF_01977,DOCAKEAD_01415,DFDDJIAG_01989,BIHKHIPM_00317,IDHDBNGA_00127,FABEFEHK_01757,LBJDDPHL_01902,,KOIPOHFF_00434,BENEEMDG_01580,AKMLPEBN_01096,OPLPGAAK_00530,FIBDHPGH_01032,JFPKKDNC_01194
group_3747,pdxS,pyridoxal 5'-phosphate synthase lyase subunit PdxS,28,28,1.0,1,4286,,,,840,912,888.8571428571429,MNDJGCBO_01556,BAEMFPOL_00340,IFBJDBIC_01458,IHDAGAJE_01661,JLHCMBLP_01630,AGJPCOND_00803,GAGKCNGK_00562,HPNOPOKD_00463,MPMPHDIC_01517,COKKGDBG_01469,OFMFJDLO_00548,EPECPEML_00858,BCPKOOPG_02160,MHAMJDNJ_00100,MHMDHDMK_00880,GOOOCOCF_00571,DOCAKEAD_01120,DFDDJIAG_02348,BIHKHIPM_00992,IDHDBNGA_01346,FABEFEHK_00478,LBJDDPHL_00619,,KOIPOHFF_02166,BENEEMDG_00241,AKMLPEBN_02206,OPLPGAAK_01560,FIBDHPGH_00065,JFPKKDNC_00789
group_3743,,hypothetical protein,28,28,1.0,1,4282,,,,1059,1059,1059.0,MNDJGCBO_02130,BAEMFPOL_00991,IFBJDBIC_01144,IHDAGAJE_00394,JLHCMBLP_01154,AGJPCOND_00415,GAGKCNGK_00341,HPNOPOKD_00181,MPMPHDIC_00404,COKKGDBG_00510,OFMFJDLO_00322,EPECPEML_01233,BCPKOOPG_01186,MHAMJDNJ_01294,MHMDHDMK_01214,GOOOCOCF_00351,DOCAKEAD_00865,DFDDJIAG_00537,BIHKHIPM_02093,IDHDBNGA_01995,FABEFEHK_00764,LBJDDPHL_00600,,KOIPOHFF_01052,BENEEMDG_01404,AKMLPEBN_01407,OPLPGAAK_00340,FIBDHPGH_01205,JFPKKDNC_01337
